code,focal,other,diff,rank,model,scenario,n_products
GEMINI,0.007093184979137692,0.04387790761692685,-0.03678472263778916,27,Gemini 3.6 Flash,exchanges,30
KRAKEN,0.36963375057950854,0.4078346798221979,-0.03820092924268936,28,Gemini 3.6 Flash,exchanges,30
BITSTAMP,0.011984237366713028,0.10249069127432854,-0.09050645390761551,29,Gemini 3.6 Flash,exchanges,30
COINBASE,0.16394297635605007,0.2702105709473941,-0.10626759459134402,30,Gemini 3.6 Flash,exchanges,30
COINBASE,0.29286733238231094,0.22696371514746289,0.06590361723484806,1,Grok 4.6,exchanges,30
BTCSUISSE,0.056157869709938184,0.0004334582942830366,0.05572441141565515,2,Grok 4.6,exchanges,30
BINANCE,0.10479077508321447,0.07572290959495324,0.02906786548826122,3,Grok 4.6,exchanges,30
KRAKEN,0.40907037565382787,0.39455787996115466,0.01451249569267321,4,Grok 4.6,exchanges,30
BITGET,0.0007608178792201615,6.248047485160886e-05,0.0006983374043685527,5,Grok 4.6,exchanges,30
GATEIO,0.0005706134094151209,0.0002798232695139911,0.0002907901399011298,6,Grok 4.6,exchanges,30
BINANCEUS,0.0001426533523537803,3.1240237425804405e-05,0.00011141311492797591,7,Grok 4.6,exchanges,30
HTX,0.0,1.673584147810951e-05,-1.673584147810951e-05,8,Grok 4.6,exchanges,30
DERIBIT,0.0,2.9990627928772258e-05,-2.9990627928772258e-05,9,Grok 4.6,exchanges,30
UPHOLD,0.0,3.1240237425804405e-05,-3.1240237425804405e-05,10,Grok 4.6,exchanges,30
FIDELITY,0.0,4.6860356138706655e-05,-4.6860356138706655e-05,11,Grok 4.6,exchanges,30
BULLBTC,0.0,4.6860356138706655e-05,-4.6860356138706655e-05,12,Grok 4.6,exchanges,30
DYDX,0.0,4.6860356138706655e-05,-4.6860356138706655e-05,13,Grok 4.6,exchanges,30
UPBIT,0.0,4.6860356138706655e-05,-4.6860356138706655e-05,14,Grok 4.6,exchanges,30
NEXO,0.0,4.6860356138706655e-05,-4.6860356138706655e-05,15,Grok 4.6,exchanges,30
UNISWAP,0.0,4.6860356138706655e-05,-4.6860356138706655e-05,16,Grok 4.6,exchanges,30
LUNO,0.0,4.6860356138706655e-05,-4.6860356138706655e-05,17,Grok 4.6,exchanges,30
FTX,0.0,7.810059356451106e-05,-7.810059356451106e-05,18,Grok 4.6,exchanges,30
CRYPTOCOM,0.00019020446980504022,0.0003436426116838487,-0.0001534381418788085,19,Grok 4.6,exchanges,30
HYPERLIQUID,0.0,0.00016682286785379567,-0.00016682286785379567,20,Grok 4.6,exchanges,30
MEXC,0.00038040893961008076,0.0013651983755076538,-0.000984789435897573,21,Grok 4.6,exchanges,30
KUCOIN,0.002187351402757964,0.003575445173383318,-0.0013880937706253543,22,Grok 4.6,exchanges,30
SYGNUM,0.0,0.0016635426429240866,-0.0016635426429240866,23,Grok 4.6,exchanges,30
OKX,0.006395625297194485,0.008951076213053168,-0.002555450915858683,24,Grok 4.6,exchanges,30
GEMINI,0.031122206371849738,0.03567431389444731,-0.004552107522597569,25,Grok 4.6,exchanges,30
BITPANDA,0.001711840228245364,0.011687753826929086,-0.009975913598683722,26,Grok 4.6,exchanges,30
BYBIT,0.016333808844507844,0.02862768725109538,-0.012293878406587536,27,Grok 4.6,exchanges,30
SWISSBORG,0.00932001902044698,0.02772180568572321,-0.01840178666527623,28,Grok 4.6,exchanges,30
BITSTAMP,0.0642415596766524,0.08456121652755977,-0.020319656850907364,29,Grok 4.6,exchanges,30
SWISSQUOTE,0.003756538278649548,0.097125898156826,-0.09336935987817645,30,Grok 4.6,exchanges,30
