response_id,response_uid,model,condition,status,n_products,n_chars,n_unparsed_amounts,n_ranges,n_loose_amounts,mixed_units,amount_kind,unit_basis,pct_sum,budget_chf,amount_sum_chf,written_currency,non_chf_currency,flat_full_budget,budget_utilisation
668,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|76,Claude Haiku 4.5,exchanges-general-budget_term_environment,valid,4,78,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
669,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|74,Claude Haiku 4.5,exchanges-general-budget_term_environment,hedged,4,548,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
670,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|82,Claude Haiku 4.5,exchanges-general-budget_term_environment,valid,4,75,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
671,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|83,Claude Haiku 4.5,exchanges-general-budget_term_environment,valid,4,74,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
672,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|84,Claude Haiku 4.5,exchanges-general-budget_term_environment,valid,4,83,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
673,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|85,Claude Haiku 4.5,exchanges-general-budget_term_environment,valid,4,79,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
674,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|87,Claude Haiku 4.5,exchanges-general-budget_term_environment,valid,3,60,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
675,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|88,Claude Haiku 4.5,exchanges-general-budget_term_environment,valid,4,79,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
676,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|90,Claude Haiku 4.5,exchanges-general-budget_term_environment,valid,4,79,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
677,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|89,Claude Haiku 4.5,exchanges-general-budget_term_environment,valid,4,83,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
678,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|81,Claude Haiku 4.5,exchanges-general-budget_term_environment,valid,4,59,0,0,0,False,currency,prompt,,50000.0,50000.0,,False,False,1.0
679,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|86,Claude Haiku 4.5,exchanges-general-budget_term_environment,refusal,0,497,0,0,0,False,none,none,,100000.0,,,False,False,
680,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|91,Claude Haiku 4.5,exchanges-general-budget_term_environment,valid,3,60,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
681,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|93,Claude Haiku 4.5,exchanges-general-budget_term_environment,valid,4,79,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
682,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|92,Claude Haiku 4.5,exchanges-general-budget_term_environment,valid,4,79,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
683,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|94,Claude Haiku 4.5,exchanges-general-budget_term_environment,valid,4,79,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
684,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|95,Claude Haiku 4.5,exchanges-general-budget_term_environment,valid,4,79,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
685,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|96,Claude Haiku 4.5,exchanges-general-budget_term_environment,valid,4,79,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
686,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|1,Claude Haiku 4.5,exchanges-general-budget_risk,valid,2,37,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
687,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|2,Claude Haiku 4.5,exchanges-general-budget_risk,valid,3,48,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
688,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|3,Claude Haiku 4.5,exchanges-general-budget_risk,valid,4,61,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
689,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|5,Claude Haiku 4.5,exchanges-general-budget_risk,valid,3,51,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
690,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|4,Claude Haiku 4.5,exchanges-general-budget_risk,valid,3,51,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
691,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|6,Claude Haiku 4.5,exchanges-general-budget_risk,valid,3,50,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
692,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|7,Claude Haiku 4.5,exchanges-general-budget_risk,valid,4,71,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
693,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|12,Claude Haiku 4.5,exchanges-general-budget_risk,valid,5,83,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
694,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|13,Claude Haiku 4.5,exchanges-general-budget_risk,valid,3,59,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
695,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|8,Claude Haiku 4.5,exchanges-general-budget_risk,valid,4,75,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
696,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|14,Claude Haiku 4.5,exchanges-general-budget_risk,valid,4,77,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
697,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|15,Claude Haiku 4.5,exchanges-general-budget_risk,valid,3,62,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
698,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|10,Claude Haiku 4.5,exchanges-general-budget_risk,valid,2,39,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
699,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|11,Claude Haiku 4.5,exchanges-general-budget_risk,valid,3,54,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
700,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|16,Claude Haiku 4.5,exchanges-general-budget_risk,valid,3,56,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
701,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|17,Claude Haiku 4.5,exchanges-general-budget_risk,valid,4,77,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
702,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|18,Claude Haiku 4.5,exchanges-general-budget_risk,valid,5,93,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
703,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|19,Claude Haiku 4.5,exchanges-general-budget_risk,valid,4,78,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
704,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|20,Claude Haiku 4.5,exchanges-general-budget_risk,valid,4,78,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
705,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|22,Claude Haiku 4.5,exchanges-general-budget_risk,valid,3,58,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
706,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|21,Claude Haiku 4.5,exchanges-general-budget_risk,valid,5,91,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
707,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|24,Claude Haiku 4.5,exchanges-general-budget_risk,valid,4,83,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
708,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|23,Claude Haiku 4.5,exchanges-general-budget_risk,valid,4,79,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
709,exchanges-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|2,Claude Haiku 4.5,exchanges-general-risk_term,valid,3,37,0,0,0,False,percent,proportional,100.0,,,,False,False,
710,exchanges-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|1,Claude Haiku 4.5,exchanges-general-risk_term,valid,5,90,0,0,0,False,currency,reported,,,6500.0,USD,True,False,
711,exchanges-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|4,Claude Haiku 4.5,exchanges-general-risk_term,valid,5,85,5,0,0,False,none,none,,,,,False,False,
712,exchanges-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|3,Claude Haiku 4.5,exchanges-general-risk_term,valid,4,63,0,0,0,False,currency,reported,,,15000.0,USD,True,False,
713,exchanges-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|6,Claude Haiku 4.5,exchanges-general-risk_term,valid,5,84,0,0,0,False,currency,reported,,,35000.0,USD,True,False,
714,exchanges-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|7,Claude Haiku 4.5,exchanges-general-risk_term,valid,5,113,0,0,0,False,currency,reported,,,34000.0,USD,True,False,
715,exchanges-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|5,Claude Haiku 4.5,exchanges-general-risk_term,refusal,0,209,0,0,0,False,none,none,,,,,False,False,
716,exchanges-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|8,Claude Haiku 4.5,exchanges-general-risk_term,refusal,0,362,0,0,0,False,none,none,,,,,False,False,
717,exchanges-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|9,Claude Haiku 4.5,exchanges-general-risk_term,valid,7,142,7,0,0,False,none,none,,,,,False,False,
718,exchanges-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|9,Claude Haiku 4.5,exchanges-general-budget_risk,valid,4,73,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
719,exchanges-general-term_environment|gemini-3.6-flash|20260824_1054|1,Gemini 3.6 Flash,exchanges-general-term_environment,valid,4,46,0,0,0,False,percent,proportional,100.0,,,,False,False,
720,exchanges-general-term_environment|gemini-3.6-flash|20260824_1054|2,Gemini 3.6 Flash,exchanges-general-term_environment,valid,3,38,0,0,0,False,percent,proportional,100.0,,,,False,False,
721,exchanges-general-term_environment|gemini-3.6-flash|20260824_1054|6,Gemini 3.6 Flash,exchanges-general-term_environment,valid,4,47,0,0,0,False,percent,proportional,100.0,,,,False,False,
722,exchanges-general-term_environment|gemini-3.6-flash|20260824_1054|7,Gemini 3.6 Flash,exchanges-general-term_environment,valid,5,63,0,0,0,False,percent,proportional,100.0,,,,False,False,
723,exchanges-general-term_environment|gemini-3.6-flash|20260824_1054|4,Gemini 3.6 Flash,exchanges-general-term_environment,valid,4,46,0,0,0,False,percent,proportional,100.0,,,,False,False,
724,exchanges-general-term_environment|gemini-3.6-flash|20260824_1054|8,Gemini 3.6 Flash,exchanges-general-term_environment,valid,4,49,0,0,0,False,percent,proportional,100.0,,,,False,False,
725,exchanges-general-term_environment|gemini-3.6-flash|20260824_1054|5,Gemini 3.6 Flash,exchanges-general-term_environment,valid,4,61,0,0,0,False,currency,reported,,,10000.0,USD,True,False,
726,exchanges-general-term_environment|gemini-3.6-flash|20260824_1054|9,Gemini 3.6 Flash,exchanges-general-term_environment,valid,4,50,0,0,0,False,percent,proportional,100.0,,,,False,False,
727,exchanges-general-term_environment|gemini-3.6-flash|20260824_1054|3,Gemini 3.6 Flash,exchanges-general-term_environment,valid,3,38,3,0,0,False,none,none,,,,,False,False,
728,exchanges-general-risk|gemini-3.6-flash|20260824_1054|2,Gemini 3.6 Flash,exchanges-general-risk,valid,5,63,0,0,0,False,percent,proportional,100.0,,,,False,False,
729,exchanges-general-term_environment|gemini-3.6-flash|20260824_1054|11,Gemini 3.6 Flash,exchanges-general-term_environment,valid,3,37,0,0,0,False,percent,proportional,100.0,,,,False,False,
730,exchanges-general-term_environment|gemini-3.6-flash|20260824_1054|12,Gemini 3.6 Flash,exchanges-general-term_environment,valid,4,47,0,0,0,False,percent,proportional,100.0,,,,False,False,
731,exchanges-general-term_environment|gemini-3.6-flash|20260824_1054|10,Gemini 3.6 Flash,exchanges-general-term_environment,valid,4,51,0,0,0,False,percent,proportional,100.0,,,,False,False,
732,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|1,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,4,71,0,0,0,False,currency,prompt,,100.0,400.0,CHF,False,True,
733,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|2,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,2,32,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
734,exchanges-general-risk|gemini-3.6-flash|20260824_1054|1,Gemini 3.6 Flash,exchanges-general-risk,valid,4,31,4,0,0,False,none,none,,,,,False,False,
735,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|4,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,2,32,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
736,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|7,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,42,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
737,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|6,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,4,70,0,0,0,False,currency,prompt,,100.0,400.0,CHF,False,True,
738,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|3,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,4,64,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
739,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|8,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,48,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
740,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|5,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,4,64,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
741,exchanges-general-risk|gemini-3.6-flash|20260824_1054|3,Gemini 3.6 Flash,exchanges-general-risk,valid,5,29,5,0,0,False,none,none,,,,,False,False,
742,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|10,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,2,34,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
743,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|11,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,2,33,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
744,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|9,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,2,30,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
745,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|14,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,50,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
746,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|15,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,2,34,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
747,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|13,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,2,34,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
748,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|12,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,2,33,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
749,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|17,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,47,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
750,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|16,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,47,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
751,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|19,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,59,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
752,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|18,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,51,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
753,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|21,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,56,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
754,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|23,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,55,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
755,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|20,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,59,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
756,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|22,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,55,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
757,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|24,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,55,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
758,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|25,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,4,64,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
759,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|26,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,53,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
760,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|27,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,50,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
761,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|29,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,60,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
762,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|28,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,60,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
763,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|31,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,59,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
764,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|32,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,56,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
765,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|30,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,60,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
766,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|33,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,58,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
767,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|36,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,58,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
768,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|35,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,4,72,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
769,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|34,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,4,68,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
770,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|37,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,61,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
771,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|38,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,61,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
772,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|39,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,61,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
773,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|40,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,60,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
774,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|41,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,57,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
775,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|43,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,4,67,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
776,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|42,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,4,80,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
777,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|45,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,55,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
778,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|44,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,55,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
779,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|46,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,61,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
780,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|49,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,60,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
781,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|47,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,61,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
782,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|48,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,61,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
783,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|52,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,56,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
784,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|50,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,62,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
785,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|51,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,60,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
786,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|53,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,4,72,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
787,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|54,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,55,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
788,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|55,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,62,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
789,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|56,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,62,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
790,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|57,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,62,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
791,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|60,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,58,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
792,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|58,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,59,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
793,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|59,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,62,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
794,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|61,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,4,71,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
795,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|62,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,4,74,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
796,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|63,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,4,76,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
797,exchanges-general-budget_risk_term|gemini-3.6-flash|20260824_1054|64,Gemini 3.6 Flash,exchanges-general-budget_risk_term,valid,3,65,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
